Combustível calcinador (t/h),Combustível forno (t/h),Alimentação (t/h),Velocidade do exaustor(%),Temperatura Ar Secundário,O2% - CAIXA,NOx (ppm) - CAIXA,O2% - Saida da Torre de ciclone,Temperatura na Caixa de Fumaça ,Torque do Motor ,CaO Livre
11.607443303323388,9.579176717523438,366.9454481495726,64.20803768950722,1091.6574104239846,3.492574302623798,1028.7417206650302,4.11328607092217,1040.5808455689785,44.48033147630987,1.7113177777777775
11.608778390790281,9.582777464026526,366.9452691382066,64.19206969772021,1091.8258987318243,3.492455258329762,1029.046200249624,4.109167822523284,1040.5386326233097,44.47155987134634,1.714055111111111
11.609136839907578,9.58637904760505,366.944899144026,64.17603474301785,1091.9909628374633,3.49147810925099,1029.4629235856428,4.104832723005257,1040.4955741385343,44.4642747807016,1.7167946666666667
11.608467695585349,9.58931969239929,366.9448273630684,64.1600499730985,1092.1664776629975,3.4909867086237005,1029.8622035484523,4.100436127670637,1040.4481767491213,44.46000965478357,1.7195364444444443
11.607990599171325,9.59211711507977,366.9495955665572,64.14405298755698,1092.3447949351382,3.4914189958779382,1030.2623279454049,4.0964333890606675,1040.3942575998258,44.45646693249941,1.7222804444444446
11.608289018196881,9.5949194586061,366.9655948536967,64.12925026126112,1092.5071238512485,3.4920638374710053,1030.69649304268,4.093279657426333,1040.3320647808546,44.45793712492335,1.7250266666666667
11.609257237175273,9.597716890349238,366.9805908027244,64.11347622803942,1092.6555894296723,3.4883580032931167,1030.7107513118212,4.089817829119584,1040.2719112349557,44.45207411078384,1.727787111111111
11.609579139457363,9.600515366157628,366.9969255648059,64.09745123175392,1092.7992121657023,3.4864786118050572,1030.534717506736,4.086298320980442,1040.2091088034674,44.45069199461782,1.7305497777777779
11.609970822407663,9.603314303820413,367.01226922883734,64.08144318553654,1092.9356265000415,3.4857702453908646,1030.4713735811504,4.082802088173094,1040.1455380282043,44.44844604059618,1.7333146666666666
11.611280190812217,9.606116936871178,367.0266171170124,64.06524630962907,1093.080644893225,3.486048120375986,1030.664791502683,4.078915527773504,1040.0755020428437,44.45015749836092,1.7360817777777777
11.613903951337672,9.608915542560531,367.0425019924772,64.04932137474619,1093.228197438866,3.4867419816593026,1030.7803307485083,4.0752788277115775,1040.0028798317421,44.44851100767625,1.7388511111111111
11.616688149133722,9.611716579864616,367.0586752744795,64.03331229895761,1093.3867795750305,3.4870902107511426,1030.7807558651002,4.070828780970303,1039.9342678087476,44.44936644747541,1.7416226666666665
